utterance_id	batch	pattern	word_spaced	word_script	diphone_count	diphones
491	single	1	i k w u j s. a.	_i k w u j s. a._	8	_-i i-k k-w w-u u-j j-s. s.-a. a.-_
492	single	1	e S l u j r i	_e S l u j r i_	8	_-e e-S S-l l-u u-j j-r r-i i-_
493	single	1	a x ? u k w a	_a x ? u k w a_	8	_-a a-x x-? ?-u u-k k-w w-a a-_
494	single	2	l i t. a. p s. a. m	_l i t. a. p s. a. m_	9	_-l l-i i-t. t.-a. a.-p p-s. s.-a. a.-m m-_
495	single	1	u g r u t. n i	_u g r u t. n i_	8	_-u u-g g-r r-u u-t. t.-n n-i i-_
496	single	1	e t. S u S m u	_e t. S u S m u_	8	_-e e-t. t.-S S-u u-S S-m m-u u-_
497	single	1	u p r i t. s e	_u p r i t. s e_	8	_-u u-p p-r r-i i-t. t.-s s-e e-_
498	single	1	i S t i z S a	_i S t i z S a_	8	_-i i-S S-t t-i i-z z-S S-a a-_
499	single	1	i r d e X r e	_i r d e X r e_	8	_-i i-r r-d d-e e-X X-r r-e e-_
500	single	1	i g j u k S i	_i g j u k S i_	8	_-i i-g g-j j-u u-k k-S S-i i-_
501	single	1	u l t. i. b w u	_u l t. i. b w u_	8	_-u u-l l-t. t.-i. i.-b b-w w-u u-_
502	single	1	a w n i w g a	_a w n i w g a_	8	_-a a-w w-n n-i i-w w-g g-a a-_
503	single	1	u t l i s S i	_u t l i s S i_	8	_-u u-t t-l l-i i-s s-S S-i i-_
504	single	1	e b m i m z a	_e b m i m z a_	8	_-e e-b b-m m-i i-m m-z z-a a-_
505	single	1	a r s u w d i	_a r s u w d i_	8	_-a a-r r-s s-u u-w w-d d-i i-_
506	single	1	i X x i z r i	_i X x i z r i_	8	_-i i-X X-x x-i i-z z-r r-i i-_
507	single	1	i j l a s j u	_i j l a s j u_	8	_-i i-j j-l l-a a-s s-j j-u u-_
508	single	1	a n k e g X e	_a n k e g X e_	8	_-a a-n n-k k-e e-g g-X X-e e-_
509	single	1	u m t. u. n m i	_u m t. u. n m i_	8	_-u u-m m-t. t.-u. u.-n n-m m-i i-_
510	single	1	e b z e s. m a	_e b z e s. m a_	8	_-e e-b b-z z-e e-s. s.-m m-a a-_
511	single	1	u j x u p r i	_u j x u p r i_	8	_-u u-j j-x x-u u-p p-r r-i i-_
512	single	1	u m x u g X u	_u m x u g X u_	8	_-u u-m m-x x-u u-g g-X X-u u-_
513	single	1	u X k e q m a	_u X k e q m a_	8	_-u u-X X-k k-e e-q q-m m-a a-_
514	single	1	u w s. u. p n e	_u w s. u. p n e_	8	_-u u-w w-s. s.-u. u.-p p-n n-e e-_
515	single	1	u t s. u. ? X e	_u t s. u. ? X e_	8	_-u u-t t-s. s.-u. u.-? ?-X X-e e-_
516	single	1	a t H u q d u	_a t H u q d u_	8	_-a a-t t-H H-u u-q q-d d-u u-_
517	single	1	e S q i. S x a	_e S q i. S x a_	8	_-e e-S S-q q-i. i.-S S-x x-a a-_
518	single	1	a X l i w s e	_a X l i w s e_	8	_-a a-X X-l l-i i-w w-s s-e e-_
519	single	1	u S X e X p e	_u S X e X p e_	8	_-u u-S S-X X-e e-X X-p p-e e-_
520	single	1	e l g a n r i	_e l g a n r i_	8	_-e e-l l-g g-a a-n n-r r-i i-_
521	single	1	i j b i p H i	_i j b i p H i_	8	_-i i-j j-b b-i i-p p-H H-i i-_
522	single	1	u H X u s. l e	_u H X u s. l e_	8	_-u u-H H-X X-u u-s. s.-l l-e e-_
523	single	1	e H l e g w u	_e H l e g w u_	8	_-e e-H H-l l-e e-g g-w w-u u-_
524	single	1	u s. g a n x u	_u s. g a n x u_	8	_-u u-s. s.-g g-a a-n n-x x-u u-_
525	single	1	e q k e n t a	_e q k e n t a_	8	_-e e-q q-k k-e e-n n-t t-a a-_
526	single	1	u w m a w b e	_u w m a w b e_	8	_-u u-w w-m m-a a-w w-b b-e e-_
527	single	1	u p S e t m u	_u p S e t m u_	8	_-u u-p p-S S-e e-t t-m m-u u-_
528	single	1	i x l a t. w a	_i x l a t. w a_	8	_-i i-x x-l l-a a-t. t.-w w-a a-_
529	single	1	i S z e j j u	_i S z e j j u_	8	_-i i-S S-z z-e e-j j-j j-u u-_
530	single	1	e r l u t. r i	_e r l u t. r i_	8	_-e e-r r-l l-u u-t. t.-r r-i i-_
531	single	1	a b b e z k u	_a b b e z k u_	8	_-a a-b b-b b-e e-z z-k k-u u-_
532	single	1	e ? w a ? l i	_e ? w a ? l i_	8	_-e e-? ?-w w-a a-? ?-l l-i i-_
533	single	1	e q q i. m w u	_e q q i. m w u_	8	_-e e-q q-q q-i. i.-m m-w w-u u-_
534	single	1	a b d e X j a	_a b d e X j a_	8	_-a a-b b-d d-e e-X X-j j-a a-_
535	single	1	e s b a z s e	_e s b a z s e_	8	_-e e-s s-b b-a a-z z-s s-e e-_
536	single	1	u x s u n d u	_u x s u n d u_	8	_-u u-x x-s s-u u-n n-d d-u u-_
537	single	1	e p w e b j e	_e p w e b j e_	8	_-e e-p p-w w-e e-b b-j j-e e-_
538	single	1	u w S a s. X u	_u w S a s. X u_	8	_-u u-w w-S S-a a-s. s.-X X-u u-_
539	single	1	e j w e m g u	_e j w e m g u_	8	_-e e-j j-w w-e e-m m-g g-u u-_
540	single	1	u d s. a. j g i	_u d s. a. j g i_	8	_-u u-d d-s. s.-a. a.-j j-g g-i i-_
541	single	1	i q ? u d s a	_i q ? u d s a_	8	_-i i-q q-? ?-u u-d d-s s-a a-_
542	single	1	u s. n e w l u	_u s. n e w l u_	8	_-u u-s. s.-n n-e e-w w-l l-u u-_
543	single	1	a b x e S d a	_a b x e S d a_	8	_-a a-b b-x x-e e-S S-d d-a a-_
544	single	1	i p ? u b X u	_i p ? u b X u_	8	_-i i-p p-? ?-u u-b b-X X-u u-_
545	single	1	u x k i d m e	_u x k i d m e_	8	_-u u-x x-k k-i i-d d-m m-e e-_
546	single	1	a d t. e. n X u	_a d t. e. n X u_	8	_-a a-d d-t. t.-e. e.-n n-X X-u u-_
547	single	1	i z x a X S e	_i z x a X S e_	8	_-i i-z z-x x-a a-X X-S S-e e-_
548	single	1	e s k a s. b u	_e s k a s. b u_	8	_-e e-s s-k k-a a-s. s.-b b-u u-_
549	single	1	u g b a d H e	_u g b a d H e_	8	_-u u-g g-b b-a a-d d-H H-e e-_
550	single	1	i m k u b z u	_i m k u b z u_	8	_-i i-m m-k k-u u-b b-z z-u u-_
551	single	1	e q j a b r a	_e q j a b r a_	8	_-e e-q q-j j-a a-b b-r r-a a-_
552	single	1	a m t u m S i	_a m t u m S i_	8	_-a a-m m-t t-u u-m m-S S-i i-_
553	single	1	u m s u k d i	_u m s u k d i_	8	_-u u-m m-s s-u u-k k-d d-i i-_
554	single	1	a S r e l r i	_a S r e l r i_	8	_-a a-S S-r r-e e-l l-r r-i i-_
555	single	1	e s. r a X H a	_e s. r a X H a_	8	_-e e-s. s.-r r-a a-X X-H H-a a-_
556	single	1	a l s u s g u	_a l s u s g u_	8	_-a a-l l-s s-u u-s s-g g-u u-_
557	single	1	e j m i z t e	_e j m i z t e_	8	_-e e-j j-m m-i i-z z-t t-e e-_
558	single	1	e l s u X d i	_e l s u X d i_	8	_-e e-l l-s s-u u-X X-d d-i i-_
559	single	1	u b k a k j e	_u b k a k j e_	8	_-u u-b b-k k-a a-k k-j j-e e-_
560	single	3	s i a q a. a. b	_s i a q a. a. b_	8	_-s s-i i-a a-q q-a. a.-a. a.-b b-_
561	single	1	e w x u r g a	_e w x u r g a_	8	_-e e-w w-x x-u u-r r-g g-a a-_
562	single	1	i S s. a. s H i	_i S s. a. s H i_	8	_-i i-S S-s. s.-a. a.-s s-H H-i i-_
563	single	1	e ? z u g n e	_e ? z u g n e_	8	_-e e-? ?-z z-u u-g g-n n-e e-_
564	single	3	t. a. i. n i i z	_t. a. i. n i i z_	8	_-t. t.-a. a.-i. i.-n n-i i-i i-z z-_
565	single	1	i S k e s t u	_i S k e s t u_	8	_-i i-S S-k k-e e-s s-t t-u u-_
566	single	1	e x j u ? p a	_e x j u ? p a_	8	_-e e-x x-j j-u u-? ?-p p-a a-_
567	single	1	e s w a X H u	_e s w a X H u_	8	_-e e-s s-w w-a a-X X-H H-u u-_
568	single	1	e x H a q j u	_e x H a q j u_	8	_-e e-x x-H H-a a-q q-j j-u u-_
569	single	1	u g ? u g S i	_u g ? u g S i_	8	_-u u-g g-? ?-u u-g g-S S-i i-_
570	single	1	e s p e r m a	_e s p e r m a_	8	_-e e-s s-p p-e e-r r-m m-a a-_
571	single	1	a s. x a l b i	_a s. x a l b i_	8	_-a a-s. s.-x x-a a-l l-b b-i i-_
572	single	1	a d r u m H e	_a d r u m H e_	8	_-a a-d d-r r-u u-m m-H H-e e-_
573	single	1	e m n a l b i	_e m n a l b i_	8	_-e e-m m-n n-a a-l l-b b-i i-_
574	single	1	i H b a p z a	_i H b a p z a_	8	_-i i-H H-b b-a a-p p-z z-a a-_
575	single	1	a g s i s. s. i.	_a g s i s. s. i._	8	_-a a-g g-s s-i i-s. s.-s. s.-i. i.-_
576	single	1	i s x a k k e	_i s x a k k e_	8	_-i i-s s-x x-a a-k k-k k-e e-_
577	single	1	a j p u b n i	_a j p u b n i_	8	_-a a-j j-p p-u u-b b-n n-i i-_
578	single	1	u s. d i ? d i	_u s. d i ? d i_	8	_-u u-s. s.-d d-i i-? ?-d d-i i-_
579	single	3	t. u. i. ? u a k	_t. u. i. ? u a k_	8	_-t. t.-u. u.-i. i.-? ?-u u-a a-k k-_
580	single	1	e r k e H k i	_e r k e H k i_	8	_-e e-r r-k k-e e-H H-k k-i i-_
581	single	1	i ? j e t. x u	_i ? j e t. x u_	8	_-i i-? ?-j j-e e-t. t.-x x-u u-_
582	single	1	a s. z a d z a	_a s. z a d z a_	8	_-a a-s. s.-z z-a a-d d-z z-a a-_
583	single	1	i q x u l d i	_i q x u l d i_	8	_-i i-q q-x x-u u-l l-d d-i i-_
584	single	1	e p j u S n u	_e p j u S n u_	8	_-e e-p p-j j-u u-S S-n n-u u-_
585	single	1	i s. m u s. w e	_i s. m u s. w e_	8	_-i i-s. s.-m m-u u-s. s.-w w-e e-_
586	single	1	u t r u w z e	_u t r u w z e_	8	_-u u-t t-r r-u u-w w-z z-e e-_
587	single	1	i r t. u. ? H a	_i r t. u. ? H a_	8	_-i i-r r-t. t.-u. u.-? ?-H H-a a-_
588	single	1	e t X e H t u	_e t X e H t u_	8	_-e e-t t-X X-e e-H H-t t-u u-_
589	single	3	t. e. u. X u e s.	_t. e. u. X u e s._	8	_-t. t.-e. e.-u. u.-X X-u u-e e-s. s.-_
590	single	1	i n n a S w e	_i n n a S w e_	8	_-i i-n n-n n-a a-S S-w w-e e-_
591	single	1	a g k u r r e	_a g k u r r e_	8	_-a a-g g-k k-u u-r r-r r-e e-_
592	single	1	i d H i s r e	_i d H i s r e_	8	_-i i-d d-H H-i i-s s-r r-e e-_
593	single	3	s. e. e. z i a w	_s. e. e. z i a w_	8	_-s. s.-e. e.-e. e.-z z-i i-a a-w w-_
594	single	1	e k z e S X u	_e k z e S X u_	8	_-e e-k k-z z-e e-S S-X X-u u-_
595	single	1	u g m i w H i	_u g m i w H i_	8	_-u u-g g-m m-i i-w w-H H-i i-_
596	single	3	j a e x e i z	_j a e x e i z_	8	_-j j-a a-e e-x x-e e-i i-z z-_
597	single	1	a H s. u. d s u	_a H s. u. d s u_	8	_-a a-H H-s. s.-u. u.-d d-s s-u u-_
598	single	1	a t. j e k q i.	_a t. j e k q i._	8	_-a a-t. t.-j j-e e-k k-q q-i. i.-_
599	single	1	i j z a l d u	_i j z a l d u_	8	_-i i-j j-z z-a a-l l-d d-u u-_
600	single	1	u t. t i s. r e	_u t. t i s. r e_	8	_-u u-t. t.-t t-i i-s. s.-r r-e e-_
601	single	1	e q H e j H a	_e q H e j H a_	8	_-e e-q q-H H-e e-j j-H H-a a-_
602	single	1	i p m e r b e	_i p m e r b e_	8	_-i i-p p-m m-e e-r r-b b-e e-_
603	single	1	a s. S u k S i	_a s. S u k S i_	8	_-a a-s. s.-S S-u u-k k-S S-i i-_
604	single	1	e g z i g S e	_e g z i g S e_	8	_-e e-g g-z z-i i-g g-S S-e e-_
605	single	1	e z m i x t e	_e z m i x t e_	8	_-e e-z z-m m-i i-x x-t t-e e-_
606	single	1	i d g u ? n u	_i d g u ? n u_	8	_-i i-d d-g g-u u-? ?-n n-u u-_
607	single	1	e r j a S d e	_e r j a S d e_	8	_-e e-r r-j j-a a-S S-d d-e e-_
608	single	1	e s. H a ? t. a.	_e s. H a ? t. a._	8	_-e e-s. s.-H H-a a-? ?-t. t.-a. a.-_
609	single	1	i w p u d l u	_i w p u d l u_	8	_-i i-w w-p p-u u-d d-l l-u u-_
610	single	1	a p d e s z u	_a p d e s z u_	8	_-a a-p p-d d-e e-s s-z z-u u-_
611	single	2	t. u. q a. ? w a S	_t. u. q a. ? w a S_	9	_-t. t.-u. u.-q q-a. a.-? ?-w w-a a-S S-_
612	single	1	u H s. a. r d a	_u H s. a. r d a_	8	_-u u-H H-s. s.-a. a.-r r-d d-a a-_
613	single	1	a k b i m n u	_a k b i m n u_	8	_-a a-k k-b b-i i-m m-n n-u u-_
614	single	1	a ? t e p t e	_a ? t e p t e_	8	_-a a-? ?-t t-e e-p p-t t-e e-_
615	single	1	e m X e z d i	_e m X e z d i_	8	_-e e-m m-X X-e e-z z-d d-i i-_
616	single	1	i t w u z p u	_i t w u z p u_	8	_-i i-t t-w w-u u-z z-p p-u u-_
617	single	1	i ? m a t m e	_i ? m a t m e_	8	_-i i-? ?-m m-a a-t t-m m-e e-_
618	single	1	i S s u w g u	_i S s u w g u_	8	_-i i-S S-s s-u u-w w-g g-u u-_
619	single	1	i X q u. j t e	_i X q u. j t e_	8	_-i i-X X-q q-u. u.-j j-t t-e e-_
620	single	1	i r n e w q i.	_i r n e w q i._	8	_-i i-r r-n n-e e-w w-q q-i. i.-_
621	single	1	a ? g u x p i	_a ? g u x p i_	8	_-a a-? ?-g g-u u-x x-p p-i i-_
622	single	1	e H X i b q a.	_e H X i b q a._	8	_-e e-H H-X X-i i-b b-q q-a. a.-_
623	single	1	u l s. u. S b a	_u l s. u. S b a_	8	_-u u-l l-s. s.-u. u.-S S-b b-a a-_
624	single	1	i S p e X l e	_i S p e X l e_	8	_-i i-S S-p p-e e-X X-l l-e e-_
625	single	1	i k k a b S u	_i k k a b S u_	8	_-i i-k k-k k-a a-b b-S S-u u-_
626	single	1	e ? X a j w a	_e ? X a j w a_	8	_-e e-? ?-X X-a a-j j-w w-a a-_
627	single	1	i x m e n l i	_i x m e n l i_	8	_-i i-x x-m m-e e-n n-l l-i i-_
628	single	1	e z b u k z a	_e z b u k z a_	8	_-e e-z z-b b-u u-k k-z z-a a-_
629	single	1	u t. s. a. b d i	_u t. s. a. b d i_	8	_-u u-t. t.-s. s.-a. a.-b b-d d-i i-_
630	single	1	u q p a b w e	_u q p a b w e_	8	_-u u-q q-p p-a a-b b-w w-e e-_
631	single	1	a b t i t. d i	_a b t i t. d i_	8	_-a a-b b-t t-i i-t. t.-d d-i i-_
632	single	2	t u q u. g q a. H	_t u q u. g q a. H_	9	_-t t-u u-q q-u. u.-g g-q q-a. a.-H H-_
633	single	1	a t. S e S w u	_a t. S e S w u_	8	_-a a-t. t.-S S-e e-S S-w w-u u-_
634	single	2	t. i. z e b r e q	_t. i. z e b r e q_	9	_-t. t.-i. i.-z z-e e-b b-r r-e e-q q-_
635	single	1	u p w u r ? u	_u p w u r ? u_	8	_-u u-p p-w w-u u-r r-? ?-u u-_
636	single	1	u ? z e r z a	_u ? z e r z a_	8	_-u u-? ?-z z-e e-r r-z z-a a-_
637	single	1	i n q e. S ? u	_i n q e. S ? u_	8	_-i i-n n-q q-e. e.-S S-? ?-u u-_
638	single	1	a x X u g t a	_a x X u g t a_	8	_-a a-x x-X X-u u-g g-t t-a a-_
639	single	1	i p b a H w e	_i p b a H w e_	8	_-i i-p p-b b-a a-H H-w w-e e-_
640	single	1	u j n i g b u	_u j n i g b u_	8	_-u u-j j-n n-i i-g g-b b-u u-_
641	single	1	u d X a d j i	_u d X a d j i_	8	_-u u-d d-X X-a a-d d-j j-i i-_
642	single	1	i b p e t. b a	_i b p e t. b a_	8	_-i i-b b-p p-e e-t. t.-b b-a a-_
643	single	1	e k g u z j a	_e k g u z j a_	8	_-e e-k k-g g-u u-z z-j j-a a-_
644	single	3	l i e t i u ?	_l i e t i u ?_	8	_-l l-i i-e e-t t-i i-u u-? ?-_
645	single	1	a p s i H z e	_a p s i H z e_	8	_-a a-p p-s s-i i-H H-z z-e e-_
646	single	1	a l z u z k a	_a l z u z k a_	8	_-a a-l l-z z-u u-z z-k k-a a-_
647	single	1	e r H i X s a	_e r H i X s a_	8	_-e e-r r-H H-i i-X X-s s-a a-_
648	single	1	a l S i b p i	_a l S i b p i_	8	_-a a-l l-S S-i i-b b-p p-i i-_
649	single	1	a t. H u X ? e	_a t. H u X ? e_	8	_-a a-t. t.-H H-u u-X X-? ?-e e-_
650	single	1	e t X u z w i	_e t X u z w i_	8	_-e e-t t-X X-u u-z z-w w-i i-_
651	single	1	e H z a S j u	_e H z a S j u_	8	_-e e-H H-z z-a a-S S-j j-u u-_
652	single	1	a p S i d d a	_a p S i d d a_	8	_-a a-p p-S S-i i-d d-d d-a a-_
653	single	1	i S s a j l u	_i S s a j l u_	8	_-i i-S S-s s-a a-j j-l l-u u-_
654	single	1	a x j a d l u	_a x j a d l u_	8	_-a a-x x-j j-a a-d d-l l-u u-_
655	single	1	u q r e ? j a	_u q r e ? j a_	8	_-u u-q q-r r-e e-? ?-j j-a a-_
656	single	1	e b H i X x i	_e b H i X x i_	8	_-e e-b b-H H-i i-X X-x x-i i-_
657	single	1	a t. X e H g e	_a t. X e H g e_	8	_-a a-t. t.-X X-e e-H H-g g-e e-_
658	single	3	w e a s e a b	_w e a s e a b_	8	_-w w-e e-a a-s s-e e-a a-b b-_
659	single	1	a s m u d S i	_a s m u d S i_	8	_-a a-s s-m m-u u-d d-S S-i i-_
660	single	1	a H l a s b i	_a H l a s b i_	8	_-a a-H H-l l-a a-s s-b b-i i-_
661	single	1	i t. g i j r i	_i t. g i j r i_	8	_-i i-t. t.-g g-i i-j j-r r-i i-_
662	single	1	u n d a l H u	_u n d a l H u_	8	_-u u-n n-d d-a a-l l-H H-u u-_
663	single	1	e l w u w m u	_e l w u w m u_	8	_-e e-l l-w w-u u-w w-m m-u u-_
664	single	1	e k H e w r a	_e k H e w r a_	8	_-e e-k k-H H-e e-w w-r r-a a-_
665	single	1	u t g a z z u	_u t g a z z u_	8	_-u u-t t-g g-a a-z z-z z-u u-_
666	single	1	e l m u n j u	_e l m u n j u_	8	_-e e-l l-m m-u u-n n-j j-u u-_
667	single	1	i p q e. n r e	_i p q e. n r e_	8	_-i i-p p-q q-e. e.-n n-r r-e e-_
668	single	1	a S z u X z i	_a S z u X z i_	8	_-a a-S S-z z-u u-X X-z z-i i-_
669	single	1	i b l e k l e	_i b l e k l e_	8	_-i i-b b-l l-e e-k k-l l-e e-_
670	single	1	i s r e n X e	_i s r e n X e_	8	_-i i-s s-r r-e e-n n-X X-e e-_
671	single	1	e w w a r j u	_e w w a r j u_	8	_-e e-w w-w w-a a-r r-j j-u u-_
672	single	1	u p k a s. x i	_u p k a s. x i_	8	_-u u-p p-k k-a a-s. s.-x x-i i-_
673	single	1	e X X i x H e	_e X X i x H e_	8	_-e e-X X-X X-i i-x x-H H-e e-_
674	single	1	a d m u j d u	_a d m u j d u_	8	_-a a-d d-m m-u u-j j-d d-u u-_
675	single	1	u d n a l l a	_u d n a l l a_	8	_-u u-d d-n n-a a-l l-l l-a a-_
676	single	1	u n k i z ? u	_u n k i z ? u_	8	_-u u-n n-k k-i i-z z-? ?-u u-_
677	single	1	u s. j e q S u	_u s. j e q S u_	8	_-u u-s. s.-j j-e e-q q-S S-u u-_
678	single	1	u j S a s. k e	_u j S a s. k e_	8	_-u u-j j-S S-a a-s. s.-k k-e e-_
679	single	1	i S m e X b a	_i S m e X b a_	8	_-i i-S S-m m-e e-X X-b b-a a-_
680	single	1	a t. m u t x i	_a t. m u t x i_	8	_-a a-t. t.-m m-u u-t t-x x-i i-_
681	single	1	i ? p u s l u	_i ? p u s l u_	8	_-i i-? ?-p p-u u-s s-l l-u u-_
682	single	1	i X g i t q u.	_i X g i t q u._	8	_-i i-X X-g g-i i-t t-q q-u. u.-_
683	single	1	a x g u z w a	_a x g u z w a_	8	_-a a-x x-g g-u u-z z-w w-a a-_
684	single	1	e t. w e n w i	_e t. w e n w i_	8	_-e e-t. t.-w w-e e-n n-w w-i i-_
685	single	1	i H x i r q a.	_i H x i r q a._	8	_-i i-H H-x x-i i-r r-q q-a. a.-_
686	single	1	e b X a m z e	_e b X a m z e_	8	_-e e-b b-X X-a a-m m-z z-e e-_
687	single	1	i k n e m m i	_i k n e m m i_	8	_-i i-k k-n n-e e-m m-m m-i i-_
688	single	1	i g l e r p e	_i g l e r p e_	8	_-i i-g g-l l-e e-r r-p p-e e-_
689	single	1	i w x u z m i	_i w x u z m i_	8	_-i i-w w-x x-u u-z z-m m-i i-_
690	single	1	i x z a b b i	_i x z a b b i_	8	_-i i-x x-z z-a a-b b-b b-i i-_
691	single	1	i t w e t w i	_i t w e t w i_	8	_-i i-t t-w w-e e-t t-w w-i i-_
692	single	1	e q s e w l a	_e q s e w l a_	8	_-e e-q q-s s-e e-w w-l l-a a-_
693	single	1	e H s u g j u	_e H s u g j u_	8	_-e e-H H-s s-u u-g g-j j-u u-_
694	single	1	a r b e k s a	_a r b e k s a_	8	_-a a-r r-b b-e e-k k-s s-a a-_
695	single	1	u ? n e n ? u	_u ? n e n ? u_	8	_-u u-? ?-n n-e e-n n-? ?-u u-_
696	single	1	u t. r a k m a	_u t. r a k m a_	8	_-u u-t. t.-r r-a a-k k-m m-a a-_
697	single	1	a q t. e. t g e	_a q t. e. t g e_	8	_-a a-q q-t. t.-e. e.-t t-g g-e e-_
698	single	1	u t. t i s p i	_u t. t i s p i_	8	_-u u-t. t.-t t-i i-s s-p p-i i-_
699	single	1	a p x u w X a	_a p x u w X a_	8	_-a a-p p-x x-u u-w w-X X-a a-_
700	single	1	a H q e. s z i	_a H q e. s z i_	8	_-a a-H H-q q-e. e.-s s-z z-i i-_
701	single	1	i w j u k X u	_i w j u k X u_	8	_-i i-w w-j j-u u-k k-X X-u u-_
702	single	1	i n z i w X e	_i n z i w X e_	8	_-i i-n n-z z-i i-w w-X X-e e-_
703	single	1	a l l e m d i	_a l l e m d i_	8	_-a a-l l-l l-e e-m m-d d-i i-_
704	single	2	n e X a x s. u. H	_n e X a x s. u. H_	9	_-n n-e e-X X-a a-x x-s. s.-u. u.-H H-_
705	single	1	u z x e l X u	_u z x e l X u_	8	_-u u-z z-x x-e e-l l-X X-u u-_
706	single	1	u S n u n m e	_u S n u n m e_	8	_-u u-S S-n n-u u-n n-m m-e e-_
707	single	1	u j x i m p e	_u j x i m p e_	8	_-u u-j j-x x-i i-m m-p p-e e-_
708	single	1	i m j u l m u	_i m j u l m u_	8	_-i i-m m-j j-u u-l l-m m-u u-_
709	single	1	a s. S u r l u	_a s. S u r l u_	8	_-a a-s. s.-S S-u u-r r-l l-u u-_
710	single	2	s a s. a. p b e x	_s a s. a. p b e x_	9	_-s s-a a-s. s.-a. a.-p p-b b-e e-x x-_
711	single	1	i s s e g s u	_i s s e g s u_	8	_-i i-s s-s s-e e-g g-s s-u u-_
712	single	1	u p X u s S a	_u p X u s S a_	8	_-u u-p p-X X-u u-s s-S S-a a-_
713	single	1	u d X u r S a	_u d X u r S a_	8	_-u u-d d-X X-u u-r r-S S-a a-_
714	single	1	u q g a S S e	_u q g a S S e_	8	_-u u-q q-g g-a a-S S-S S-e e-_
715	single	1	e s. d i z d u	_e s. d i z d u_	8	_-e e-s. s.-d d-i i-z z-d d-u u-_
716	single	1	a l S i X r a	_a l S i X r a_	8	_-a a-l l-S S-i i-X X-r r-a a-_
717	single	1	e X n i w S u	_e X n i w S u_	8	_-e e-X X-n n-i i-w w-S S-u u-_
718	single	1	u q l e t. l i	_u q l e t. l i_	8	_-u u-q q-l l-e e-t. t.-l l-i i-_
719	single	1	e t d u X p u	_e t d u X p u_	8	_-e e-t t-d d-u u-X X-p p-u u-_
720	single	1	e b m a d p a	_e b m a d p a_	8	_-e e-b b-m m-a a-d d-p p-a a-_
721	single	1	u g x u ? X i	_u g x u ? X i_	8	_-u u-g g-x x-u u-? ?-X X-i i-_
722	single	1	e p g u l t u	_e p g u l t u_	8	_-e e-p p-g g-u u-l l-t t-u u-_
723	single	1	e s. g a q n e	_e s. g a q n e_	8	_-e e-s. s.-g g-a a-q q-n n-e e-_
724	single	1	a k b i t ? e	_a k b i t ? e_	8	_-a a-k k-b b-i i-t t-? ?-e e-_
725	single	1	u n s a d w i	_u n s a d w i_	8	_-u u-n n-s s-a a-d d-w w-i i-_
726	single	1	a p x a S p a	_a p x a S p a_	8	_-a a-p p-x x-a a-S S-p p-a a-_
727	single	1	a g g a b x u	_a g g a b x u_	8	_-a a-g g-g g-a a-b b-x x-u u-_
728	single	1	u d r u X w u	_u d r u X w u_	8	_-u u-d d-r r-u u-X X-w w-u u-_
729	single	1	e z l i w b u	_e z l i w b u_	8	_-e e-z z-l l-i i-w w-b b-u u-_
730	single	1	a l n i j ? i	_a l n i j ? i_	8	_-a a-l l-n n-i i-j j-? ?-i i-_
731	single	1	u S q a. r t e	_u S q a. r t e_	8	_-u u-S S-q q-a. a.-r r-t t-e e-_
732	single	1	u w s u w w e	_u w s u w w e_	8	_-u u-w w-s s-u u-w w-w w-e e-_
733	single	1	i ? ? u n p u	_i ? ? u n p u_	8	_-i i-? ?-? ?-u u-n n-p p-u u-_
734	single	3	q e. i. l u i t	_q e. i. l u i t_	8	_-q q-e. e.-i. i.-l l-u u-i i-t t-_
735	single	1	u l ? i r X e	_u l ? i r X e_	8	_-u u-l l-? ?-i i-r r-X X-e e-_
736	single	1	i q t e g t e	_i q t e g t e_	8	_-i i-q q-t t-e e-g g-t t-e e-_
737	single	1	u w d u s. p u	_u w d u s. p u_	8	_-u u-w w-d d-u u-s. s.-p p-u u-_
738	single	2	w a q a. g ? i d	_w a q a. g ? i d_	9	_-w w-a a-q q-a. a.-g g-? ?-i i-d d-_
739	single	1	a t t a n g a	_a t t a n g a_	8	_-a a-t t-t t-a a-n n-g g-a a-_
740	single	2	d e k a n s. e. H	_d e k a n s. e. H_	9	_-d d-e e-k k-a a-n n-s. s.-e. e.-H H-_
741	single	1	u X k a s. z e	_u X k a s. z e_	8	_-u u-X X-k k-a a-s. s.-z z-e e-_
742	single	2	z u ? i d g e b	_z u ? i d g e b_	9	_-z z-u u-? ?-i i-d d-g g-e e-b b-_
743	single	1	a w s. a. x ? u	_a w s. a. x ? u_	8	_-a a-w w-s. s.-a. a.-x x-? ?-u u-_
744	single	2	q u. s. u. k X e r	_q u. s. u. k X e r_	9	_-q q-u. u.-s. s.-u. u.-k k-X X-e e-r r-_
745	single	1	i j n u X S e	_i j n u X S e_	8	_-i i-j j-n n-u u-X X-S S-e e-_
746	single	2	s i s. u. t. p u j	_s i s. u. t. p u j_	9	_-s s-i i-s. s.-u. u.-t. t.-p p-u u-j j-_
747	single	1	u z g a ? t. e.	_u z g a ? t. e._	8	_-u u-z z-g g-a a-? ?-t. t.-e. e.-_
748	single	1	e g n a w k i	_e g n a w k i_	8	_-e e-g g-n n-a a-w w-k k-i i-_
749	single	1	a j j a H m a	_a j j a H m a_	8	_-a a-j j-j j-a a-H H-m m-a a-_
750	single	1	a z X u H n u	_a z X u H n u_	8	_-a a-z z-X X-u u-H H-n n-u u-_
